day,views,engagedViews,estimatedMinutesWatched,averageViewDuration,likes,dislikes,comments,shares,subscribersGained,subscribersLost,annotationClickThroughRate,annotationCloseRate,averageViewPercentage
2024-06-17,767,709,2071,162,50,1,4,6,18,2,0,0,34.74
2024-06-18,894,837,3695,248,35,1,7,10,17,2,0,0,25.76
2024-06-19,888,811,1465,99,29,1,5,10,26,2,0,0,18.87
2024-06-20,1212,1173,4161,206,67,1,13,15,23,3,0,0,35.34
2024-06-21,1255,1129,4706,225,95,3,16,10,21,1,0,0,28.93
2024-06-22,1346,1302,2804,125,90,3,16,14,47,9,0,0,27.22
2024-06-23,959,855,3436,215,56,1,6,10,23,2,0,0,31.94
2024-06-24,702,620,1521,130,37,1,4,6,14,1,0,0,41.54
2024-06-25,765,709,2295,180,51,2,14,4,23,1,0,0,34.81
2024-06-26,824,704,1607,117,60,2,12,12,24,1,0,0,24.44
2024-06-27,632,613,948,90,40,1,10,8,19,2,0,0,13.7
2024-06-28,613,546,2146,210,45,2,5,5,13,2,0,0,30.67
2024-06-29,622,576,1037,100,37,1,9,4,9,2,0,0,29.54
2024-06-30,567,490,1786,189,31,1,5,7,12,1,0,0,34.46
2024-07-01,704,666,2089,178,36,2,13,7,19,1,0,0,30.4
2024-07-02,753,665,1619,129,43,2,14,5,16,3,0,0,16.01
2024-07-03,537,479,1450,162,26,1,9,5,12,2,0,0,35.75
2024-07-04,509,468,1239,146,32,1,4,6,3,0,0,0,30.73
2024-07-05,1037,990,2662,154,54,2,10,14,14,2,0,0,25.95
2024-07-06,715,686,3063,257,49,2,10,8,5,1,0,0,33.52
2024-07-07,690,668,2415,210,47,1,5,6,19,3,0,0,28.96
2024-07-08,588,537,970,99,45,2,11,5,6,1,0,0,32.06
2024-07-09,599,533,938,94,23,1,3,6,10,2,0,0,35.38
2024-07-10,504,450,1848,220,35,1,9,4,7,1,0,0,27.75
2024-07-11,429,406,894,125,19,1,7,5,5,0,0,0,30.65
2024-07-12,801,781,2363,177,35,1,10,7,19,4,0,0,31.69
2024-07-13,748,671,3142,252,34,1,8,11,14,1,0,0,38.12
2024-07-14,537,463,1826,204,34,1,7,5,13,1,0,0,25.06
2024-07-15,574,516,1588,166,27,1,6,5,11,1,0,0,24.9
2024-07-16,582,506,2357,243,31,1,7,8,14,1,0,0,35.5
2024-07-17,737,696,3009,245,57,1,9,8,15,3,0,0,40.28
2024-07-18,926,878,1636,106,32,1,18,8,25,2,0,0,24.87
2024-07-19,1177,1032,3590,183,37,2,20,9,23,3,0,0,28.22
2024-07-20,742,695,3067,248,26,1,14,10,16,2,0,0,30.39
2024-07-21,759,670,1746,138,31,1,12,6,5,0,0,0,26.41
2024-07-22,655,582,2391,219,24,1,5,3,18,1,0,0,35.9
2024-07-23,550,504,962,105,23,1,10,4,9,0,0,0,31.47
2024-07-24,590,528,2527,257,29,1,8,5,12,0,0,0,28.8
2024-07-25,940,848,3118,199,75,2,14,7,24,4,0,0,36.62
2024-07-26,795,695,2478,187,63,1,8,9,11,0,0,0,41.69
2024-07-27,859,738,2004,140,57,1,17,8,19,2,0,0,34.26
2024-07-28,742,664,3042,246,34,1,5,5,16,2,0,0,24.56
2024-07-29,625,600,2552,245,38,1,3,8,21,1,0,0,24.76
2024-07-30,885,842,1386,94,36,1,6,9,13,2,0,0,21.02
2024-07-31,593,518,2471,250,41,1,7,4,11,0,0,0,47.5
2024-08-01,668,600,1837,165,46,1,10,4,18,3,0,0,29.57
2024-08-02,1088,970,4606,254,53,3,21,14,6,1,0,0,33.81
2024-08-03,801,694,3111,233,59,3,13,10,20,1,0,0,21.55
2024-08-04,876,846,2409,165,63,2,8,13,15,1,0,0,27.59
2024-08-05,676,579,1949,173,37,2,5,5,17,1,0,0,32.74
2024-08-06,604,555,1742,173,45,1,10,5,17,1,0,0,38.82
2024-08-07,902,867,1804,120,71,2,13,12,21,2,0,0,31.73
2024-08-08,1010,909,3165,188,70,1,9,8,24,2,0,0,29.3
2024-08-09,784,753,1855,142,62,2,8,7,11,2,0,0,35.17
2024-08-10,1034,888,2826,164,47,1,16,14,15,2,0,0,31.19
2024-08-11,696,595,2042,176,26,1,4,5,13,2,0,0,35.54
2024-08-12,758,705,1364,108,46,0,13,11,18,3,0,0,22.93
2024-08-13,821,758,1957,143,35,1,9,5,13,1,0,0,29.27
2024-08-14,874,744,1923,132,37,1,17,9,20,3,0,0,24.64
2024-08-15,1137,1000,3240,171,50,2,19,12,10,0,0,0,28.41
2024-08-16,1311,1229,5222,239,55,2,24,12,44,2,0,0,31.39
2024-08-17,1165,1125,2136,110,93,3,16,11,35,4,0,0,31.55
2024-08-18,845,787,1690,120,28,0,16,12,25,1,0,0,22.39
2024-08-19,718,633,1496,125,30,1,9,6,12,1,0,0,33.12
2024-08-20,784,672,2731,209,28,1,16,5,19,4,0,0,21.31
2024-08-21,965,825,1850,115,75,3,7,13,17,1,0,0,38.05
2024-08-22,1172,1083,3887,199,47,2,16,15,37,2,0,0,23.98
2024-08-23,1320,1169,5192,236,83,3,24,15,36,4,0,0,37.85
2024-08-24,1151,987,2743,143,44,1,19,8,23,1,0,0,33.63
2024-08-25,859,768,1804,126,52,2,15,9,18,1,0,0,26.78
2024-08-26,802,765,2125,159,29,1,16,5,17,2,0,0,24.68
2024-08-27,1157,994,4705,244,39,1,20,7,22,2,0,0,33.32
2024-08-28,1295,1249,2806,130,46,1,23,14,25,3,0,0,24.81
2024-08-29,1201,1108,2582,129,91,4,19,9,30,5,0,0,31.97
2024-08-30,1452,1382,4332,179,99,3,22,12,39,1,0,0,23.92
2024-08-31,1444,1236,3490,145,97,3,21,18,25,3,0,0,24.05
2024-09-01,944,832,2627,167,58,1,10,12,12,0,0,0,29.94
2024-09-02,1183,1029,4456,226,40,1,8,11,33,3,0,0,34.39
2024-09-03,1130,1037,2392,127,69,1,11,7,30,4,0,0,28.8
2024-09-04,1827,1781,6577,216,65,3,14,17,31,3,0,0,38.39
2024-09-05,1503,1432,5661,226,93,4,24,19,43,8,0,0,28.78
2024-09-06,1737,1653,5269,182,114,2,9,20,41,5,0,0,28.87
2024-09-07,1655,1563,3420,124,125,6,19,16,45,7,0,0,26.88
2024-09-08,1364,1206,3910,172,86,4,24,9,31,4,0,0,31.87
2024-09-09,1452,1354,2928,121,94,4,11,16,35,5,0,0,32.53
2024-09-10,1296,1239,3002,139,94,4,12,17,45,5,0,0,29.51
2024-09-11,1843,1571,4915,160,75,2,19,17,56,3,0,0,22.45
2024-09-12,1901,1764,3739,118,98,4,35,27,32,3,0,0,30.92
2024-09-13,1824,1716,6323,208,145,3,16,13,40,3,0,0,31.56
2024-09-14,2138,1935,6058,170,67,2,25,25,54,11,0,0,26.18
2024-09-15,1803,1719,4147,138,122,6,14,13,51,9,0,0,22.24
2024-09-16,1808,1636,4671,155,137,2,11,26,46,7,0,0,25.8
2024-09-17,1571,1450,4922,188,85,2,23,19,46,5,0,0,39.42
2024-09-18,2050,1878,5603,164,113,4,22,18,0,0,0,0,24.68
2024-09-19,2182,2050,8583,236,122,4,41,24,66,2,0,0,26.7
2024-09-20,2540,2210,8255,195,88,4,37,16,52,2,0,0,30.69
2024-09-21,2256,2099,8610,229,141,4,28,28,56,9,0,0,26.93
2024-09-22,2068,1928,7652,222,79,2,20,19,41,6,0,0,27.53
2024-09-23,1973,1789,6971,212,114,4,12,29,38,2,0,0,24.39
2024-09-24,1955,1817,5800,178,133,1,11,25,52,3,0,0,28.22
2024-09-25,2114,1823,4122,117,145,7,16,24,69,5,0,0,35.3
2024-09-26,2589,2486,4142,96,130,1,43,27,68,10,0,0,32.41
2024-09-27,2727,2398,10090,222,137,6,39,17,6,0,0,0,30.03
2024-09-28,2644,2415,4803,109,211,4,25,33,73,8,0,0,25.23
2024-09-29,2210,1899,4752,129,99,4,23,13,36,6,0,0,33.33
2024-09-30,1861,1766,6917,223,144,3,13,20,50,9,0,0,39.62
2024-10-01,2575,2269,8498,198,195,5,30,26,51,8,0,0,36.41
2024-10-02,3160,2765,12271,233,205,7,24,20,57,5,0,0,30.26
2024-10-03,2820,2590,4888,104,215,7,26,27,55,7,0,0,33.29
2024-10-04,3000,2772,10300,206,94,1,48,37,84,10,0,0,34.82
2024-10-05,2724,2411,6356,140,174,7,37,23,88,17,0,0,34.95
2024-10-06,2554,2283,9322,219,101,3,50,37,49,2,0,0,20.38
2024-10-07,1960,1768,7873,241,73,3,12,12,45,7,0,0,24.88
2024-10-08,2114,1945,3312,94,108,4,12,16,70,7,0,0,29.88
2024-10-09,2805,2674,6124,131,134,4,22,19,44,4,0,0,39.7
2024-10-10,2879,2816,4798,100,140,6,42,43,59,8,0,0,27.52
2024-10-11,3593,3324,12935,216,149,4,23,26,37,3,0,0,24.54
2024-10-12,3119,2815,8317,160,149,3,41,26,92,18,0,0,32.51
2024-10-13,3205,2859,9615,180,147,5,39,44,119,22,0,0,26.95
2024-10-14,2104,1804,4103,117,141,4,41,18,36,2,0,0,42.71
2024-10-15,1979,1691,4156,126,149,7,20,28,25,5,0,0,39.39
2024-10-16,3190,2717,11697,220,228,6,31,22,59,11,0,0,24.0
2024-10-17,3885,3463,9324,144,300,12,42,29,130,23,0,0,17.41
2024-10-18,3993,3813,6522,98,292,14,58,56,87,11,0,0,32.81
2024-10-19,3570,3069,7259,122,265,7,60,45,58,8,0,0,25.48
2024-10-20,2392,2322,8811,221,133,1,28,20,56,6,0,0,37.98
2024-10-21,2544,2417,4198,99,184,5,44,35,77,8,0,0,38.25
2024-10-22,2699,2418,5938,132,168,7,41,30,38,1,0,0,24.21
2024-10-23,3673,3199,7162,117,280,14,45,53,90,6,0,0,21.75
2024-10-24,4120,3840,14557,212,307,15,24,46,84,3,0,0,31.75
2024-10-25,3727,3423,11057,178,137,4,30,41,125,13,0,0,26.45
2024-10-26,2998,2631,5646,113,215,4,36,34,40,2,0,0,26.96
2024-10-27,3349,2949,9545,171,268,5,42,34,31,5,0,0,28.7
2024-10-28,2853,2673,7988,168,182,7,25,42,54,10,0,0,42.08
2024-10-29,2587,2371,6468,150,188,3,19,16,48,9,0,0,29.4
2024-10-30,3326,3184,6319,114,234,11,21,34,59,9,0,0,27.5
2024-10-31,5064,4751,20678,245,159,5,49,39,97,14,0,0,32.16
2024-11-01,4620,4083,14630,190,202,5,50,57,65,3,0,0,29.9
2024-11-02,3036,2821,5870,116,189,9,58,24,66,3,0,0,32.92
2024-11-03,2875,2520,8194,171,104,1,49,19,38,1,0,0,24.62
2024-11-04,3258,2944,7602,140,252,4,49,45,48,9,0,0,33.6
2024-11-05,3578,3231,8170,137,119,4,31,53,29,5,0,0,27.32
2024-11-06,3354,3138,11180,200,206,6,19,27,40,1,0,0,35.56
2024-11-07,3928,3758,9885,151,244,6,49,23,37,6,0,0,33.53
2024-11-08,5347,5046,10516,118,381,13,39,46,78,11,0,0,42.58
2024-11-09,6497,5846,11045,102,449,20,122,85,53,4,0,0,29.52
2024-11-10,5289,5146,8903,101,353,15,67,56,65,7,0,0,29.69
2024-11-11,5917,5798,19625,199,199,6,114,64,89,2,0,0,35.23
2024-11-12,6293,5940,13215,126,235,9,47,39,64,6,0,0,39.54
2024-11-13,5685,5049,17244,182,385,13,59,55,64,12,0,0,27.16
2024-11-14,5603,5444,14755,158,184,5,61,49,78,13,0,0,42.71
2024-11-15,5424,4658,12294,136,384,18,79,56,62,10,0,0,26.86
2024-11-16,5058,4445,16186,192,273,7,27,67,71,6,0,0,25.99
2024-11-17,4375,3910,15896,218,140,3,44,50,49,5,0,0,33.5
2024-11-18,3477,3123,6606,114,163,4,65,22,36,7,0,0,29.61
2024-11-19,2979,2906,9533,192,192,9,21,32,51,3,0,0,27.55
2024-11-20,3598,3062,9715,162,176,5,68,51,51,3,0,0,32.24
2024-11-21,3733,3604,8461,136,126,3,52,22,53,6,0,0,24.19
2024-11-22,3415,3056,10074,177,232,3,59,22,58,2,0,0,32.24
2024-11-23,3665,3529,12889,211,288,11,22,27,63,8,0,0,32.21
2024-11-24,2442,2110,8506,209,88,4,36,36,48,9,0,0,22.81
2024-11-25,2465,2166,4684,114,77,3,42,37,24,4,0,0,24.06
2024-11-26,2658,2444,9968,225,119,6,18,40,39,4,0,0,27.31
2024-11-27,3280,3193,10277,188,166,7,44,20,63,6,0,0,36.86
2024-11-28,3486,3184,5868,101,151,4,42,34,44,7,0,0,39.72
2024-11-29,3665,3501,11972,196,172,3,38,44,25,3,0,0,30.28
2024-11-30,2975,2906,5603,113,143,2,43,32,28,2,0,0,37.69
2024-12-01,2441,2274,5085,125,139,6,43,36,25,5,0,0,16.23
2024-12-02,2499,2419,6706,161,76,2,22,28,18,0,0,0,22.47
2024-12-03,3003,2807,7858,157,219,11,32,28,40,5,0,0,28.29
2024-12-04,2940,2602,9653,197,195,10,25,24,34,6,0,0,29.92
2024-12-05,4065,3582,12602,186,311,15,68,42,63,7,0,0,23.7
2024-12-06,4071,3538,15673,231,160,4,72,33,43,2,0,0,29.12
2024-12-07,3345,3229,7749,139,182,3,29,48,56,9,0,0,21.28
2024-12-08,2786,2668,4411,95,194,2,14,15,42,7,0,0,27.42
2024-12-09,2669,2526,9920,223,151,7,27,37,29,4,0,0,36.25
2024-12-10,2693,2537,7451,166,185,2,51,16,22,1,0,0,23.44
2024-12-11,3397,3241,8209,145,169,5,32,40,22,4,0,0,26.28
2024-12-12,3699,3452,14919,242,250,4,69,23,37,4,0,0,30.25
2024-12-13,3637,3161,10244,169,138,6,51,34,7,1,0,0,29.31
2024-12-14,2997,2672,7343,147,103,2,54,21,23,4,0,0,38.09
2024-12-15,2695,2608,7726,172,208,3,18,21,18,2,0,0,25.82
2024-12-16,2533,2316,6670,158,112,5,50,31,21,1,0,0,22.28
2024-12-17,3171,2739,13212,250,221,5,21,23,37,1,0,0,30.53
2024-12-18,2859,2715,8291,174,101,3,55,42,10,2,0,0,41.96
2024-12-19,3356,3090,8670,155,264,9,57,25,11,1,0,0,37.46
2024-12-20,3725,3412,12168,196,151,7,55,53,63,2,0,0,41.44
2024-12-21,3119,2765,8317,160,147,7,32,24,29,3,0,0,28.74
2024-12-22,2976,2683,5902,119,214,4,46,32,28,3,0,0,39.33
2024-12-23,2621,2555,8737,200,86,3,29,30,23,4,0,0,31.47
2024-12-24,2414,2221,6397,159,191,6,41,18,30,2,0,0,27.27
2024-12-25,3387,2922,12871,228,137,3,67,18,49,5,0,0,23.72
2024-12-26,3471,3086,9834,170,259,7,36,47,15,1,0,0,39.82
2024-12-27,3753,3622,15262,244,175,4,57,46,27,4,0,0,37.97
2024-12-28,3083,2912,10277,200,155,7,38,36,39,5,0,0,22.9
2024-12-29,2884,2630,11103,231,115,3,42,26,25,2,0,0,30.26
2024-12-30,1941,1763,5791,179,66,2,23,10,22,4,0,0,29.38
2024-12-31,2438,2238,6379,157,117,3,29,22,22,3,0,0,33.08
2025-01-01,2814,2548,11913,254,143,6,25,21,2,0,0,0,34.27
2025-01-02,3475,3305,12278,212,112,2,69,18,29,1,0,0,23.43
2025-01-03,3017,2756,7341,146,128,2,40,43,31,1,0,0,29.4
2025-01-04,2583,2261,7534,175,135,3,20,31,11,0,0,0,40.56
2025-01-05,2353,2006,7216,184,160,8,13,19,21,1,0,0,30.84
2025-01-06,2359,2141,10026,255,85,2,35,23,24,2,0,0,24.85
2025-01-07,2103,2014,8798,251,121,2,26,26,20,1,0,0,27.74
2025-01-08,2854,2660,4614,97,173,2,43,42,41,7,0,0,23.58
2025-01-09,3165,2694,6014,114,176,5,45,35,17,1,0,0,32.22
2025-01-10,2951,2619,7771,158,167,5,46,20,24,2,0,0,26.86
2025-01-11,3304,3132,10793,196,144,4,31,19,18,1,0,0,24.33
2025-01-12,2450,2103,8493,208,87,2,40,17,31,4,0,0,32.69
2025-01-13,1790,1724,3222,108,142,3,30,19,17,2,0,0,33.87
2025-01-14,1907,1781,6547,206,102,4,37,23,15,2,0,0,33.36
2025-01-15,2401,2052,4962,124,134,2,22,14,23,5,0,0,22.48
2025-01-16,1907,1731,8168,257,131,3,13,13,24,2,0,0,36.83
2025-01-17,3239,3121,10149,188,234,3,51,43,37,1,0,0,30.3
2025-01-18,2610,2498,7004,161,153,6,48,31,14,1,0,0,30.11
2025-01-19,2161,2027,4970,138,154,6,14,14,23,4,0,0,30.98
2025-01-20,1634,1565,5692,209,68,3,20,13,18,1,0,0,24.64
2025-01-21,1659,1544,7051,255,71,3,23,24,11,1,0,0,25.84
2025-01-22,2636,2498,5140,117,88,4,18,34,20,3,0,0,19.5
2025-01-23,2150,1943,7955,222,170,3,37,25,25,5,0,0,38.68
2025-01-24,2504,2303,4549,109,89,4,41,31,21,3,0,0,24.1
2025-01-25,2519,2329,10874,259,110,3,33,32,21,1,0,0,35.52
2025-01-26,1760,1559,4957,169,89,4,27,13,14,1,0,0,31.19
2025-01-27,1399,1274,4337,186,53,2,23,14,17,3,0,0,28.24
2025-01-28,1735,1489,5899,204,61,1,20,19,9,1,0,0,18.08
2025-01-29,1627,1401,3715,137,74,2,13,19,11,2,0,0,31.54
2025-01-30,2333,2003,6416,165,91,4,44,28,36,7,0,0,27.89
2025-01-31,2504,2167,4716,113,168,5,34,34,27,1,0,0,28.74
2025-02-01,2383,2264,10207,257,92,4,32,22,28,6,0,0,28.05
2025-02-02,2134,2010,3734,105,69,2,38,19,19,4,0,0,16.02
2025-02-03,1884,1784,5683,181,109,5,14,19,11,0,0,0,31.88
2025-02-04,2223,2011,9040,244,104,2,41,11,16,0,0,0,20.04
2025-02-05,3108,2857,6838,132,107,1,16,18,23,2,0,0,25.89
2025-02-06,2705,2545,11632,258,152,4,17,19,14,1,0,0,27.31
2025-02-07,2693,2501,10592,236,134,5,45,20,14,2,0,0,26.23
2025-02-08,2230,2037,6839,184,114,5,25,29,5,0,0,0,33.75
2025-02-09,2050,1849,7722,226,106,5,37,11,6,0,0,0,28.17
2025-02-10,1895,1835,7454,236,64,2,29,19,4,1,0,0,32.46
2025-02-11,1912,1653,8158,256,104,4,16,16,5,0,0,0,27.59
2025-02-12,2536,2325,5410,128,79,2,24,22,3,0,0,0,32.99
2025-02-13,2365,2119,10170,258,80,4,15,15,2,0,0,0,37.97
2025-02-14,2472,2331,7210,175,94,5,37,28,8,1,0,0,26.42
2025-02-15,2966,2822,6822,138,137,2,48,32,1,0,0,0,27.81
2025-02-16,2068,1879,3619,105,126,5,15,11,5,1,0,0,30.08
2025-02-17,1930,1748,5082,158,84,4,26,13,3,0,0,0,28.47
2025-02-18,2151,2102,9213,257,66,1,34,15,6,1,0,0,34.86
2025-02-19,2206,1985,6802,185,145,7,35,13,7,1,0,0,21.69
2025-02-20,2583,2348,7964,185,179,8,24,26,10,2,0,0,27.13
2025-02-21,2363,2060,7522,191,86,4,34,23,7,1,0,0,35.37
2025-02-22,2565,2340,8080,189,202,5,34,17,9,1,0,0,28.02
2025-02-23,1735,1507,6940,240,76,1,21,24,3,1,0,0,26.88
2025-02-24,1492,1280,4849,195,88,3,19,17,2,0,0,0,33.98
2025-02-25,1467,1284,2567,105,53,2,21,12,2,0,0,0,45.6
2025-02-26,1854,1739,6396,207,92,3,11,12,4,1,0,0,23.96
2025-02-27,2121,1949,8838,250,100,3,12,25,2,0,0,0,27.13
2025-02-28,2081,1839,5237,151,149,6,39,18,5,0,0,0,28.25
2025-03-01,1836,1615,6793,222,65,2,11,17,3,0,0,0,25.73
2025-03-02,1312,1130,5663,259,88,1,8,19,1,0,0,0,30.27
2025-03-03,1370,1210,2489,109,97,3,16,14,1,0,0,0,31.06
2025-03-04,1493,1343,4852,195,71,2,22,20,1,0,0,0,23.34
2025-03-05,1515,1388,5454,216,117,2,21,16,2,0,0,0,23.69
2025-03-06,1439,1271,5732,239,79,3,20,21,2,0,0,0,30.61
2025-03-07,2139,1935,3708,104,121,2,23,16,6,1,0,0,30.44
2025-03-08,1364,1224,4638,204,97,4,10,8,2,0,0,0,35.08
2025-03-09,1331,1162,2640,119,75,1,12,18,1,0,0,0,39.0
2025-03-10,1019,876,3465,204,42,2,11,6,1,0,0,0,23.7
2025-03-11,1025,960,1930,113,79,4,6,14,1,0,0,0,22.94
2025-03-12,1697,1511,3224,114,91,3,23,9,4,0,0,0,31.35
2025-03-13,1471,1439,4536,185,69,2,10,16,5,0,0,0,22.09
2025-03-14,1651,1578,3742,136,123,4,31,11,2,0,0,0,29.38
2025-03-15,1509,1441,4452,177,94,3,18,13,3,0,0,0,28.25
2025-03-16,1054,953,1827,104,44,1,9,8,2,0,0,0,35.51
2025-03-17,1097,1067,3145,172,53,2,11,14,1,0,0,0,31.32
2025-03-18,1022,912,4224,248,80,4,16,6,1,0,0,0,31.94
2025-03-19,1475,1418,6318,257,61,2,29,11,2,0,0,0,24.0
2025-03-20,1708,1504,3501,123,83,3,24,17,1,0,0,0,27.13
2025-03-21,1465,1435,4566,187,72,3,26,12,3,0,0,0,35.1
2025-03-22,1437,1246,2802,117,82,3,8,18,2,0,0,0,28.59
2025-03-23,898,837,1586,106,53,2,14,5,3,1,0,0,28.67
2025-03-24,1025,933,4254,249,67,2,13,10,5,1,0,0,33.5
2025-03-25,1176,1103,1823,93,86,3,12,10,8,1,0,0,27.6
2025-03-26,1338,1258,2007,90,44,2,23,12,11,1,0,0,37.05
2025-03-27,1690,1453,6506,231,55,1,17,24,13,2,0,0,22.25
2025-03-28,1329,1232,4120,186,81,3,11,7,6,0,0,0,30.75
2025-03-29,1383,1192,3918,170,99,2,24,7,3,0,0,0,27.03
2025-03-30,1440,1339,3672,153,61,1,28,10,3,0,0,0,30.93
2025-03-31,1393,1277,4086,176,70,3,26,10,4,1,0,0,27.02
2025-04-01,1150,1086,3603,188,65,1,18,11,3,1,0,0,29.93
2025-04-02,1930,1679,5468,170,108,2,25,22,5,1,0,0,29.98
2025-04-03,2633,2307,5090,116,188,9,19,33,5,1,0,0,29.84
2025-04-04,2359,2186,10026,255,77,1,46,18,8,0,0,0,28.96
2025-04-05,2487,2393,8704,210,141,5,17,25,5,1,0,0,31.93
2025-04-06,2072,1947,4766,138,77,3,26,15,4,0,0,0,25.84
2025-04-07,1772,1628,7472,253,116,3,21,25,6,0,0,0,28.12
2025-04-08,1996,1733,4258,128,114,1,14,24,9,1,0,0,28.93
2025-04-09,2311,2000,9591,249,127,2,29,20,6,1,0,0,33.43
2025-04-10,3042,2711,7352,145,98,2,60,25,9,1,0,0,33.79
2025-04-11,2891,2485,9733,202,171,5,21,32,10,1,0,0,33.83
2025-04-12,1845,1604,7688,250,66,2,10,17,2,0,0,0,37.07
2025-04-13,2107,1952,5373,153,116,1,17,30,5,1,0,0,32.95
2025-04-14,1791,1657,4328,145,69,2,30,12,6,0,0,0,28.35
2025-04-15,1724,1631,6810,237,54,1,29,24,8,1,0,0,30.35
2025-04-16,1870,1713,5579,179,104,4,16,16,3,0,0,0,14.72
2025-04-17,1556,1435,4279,165,48,2,12,12,4,1,0,0,34.23
2025-04-18,1864,1772,3542,114,65,2,14,24,6,1,0,0,35.56
2025-04-19,1522,1440,6113,241,51,2,11,14,4,0,0,0,28.17
2025-04-20,1272,1196,3053,144,64,3,8,14,2,0,0,0,43.24
2025-04-21,813,692,2629,194,59,1,13,7,2,0,0,0,28.4
2025-04-22,1013,985,3765,223,51,1,12,10,1,0,0,0,26.81
2025-04-23,1205,1171,5121,255,82,2,24,14,1,0,0,0,26.01
2025-04-24,1066,950,3038,171,82,4,13,14,1,0,0,0,37.65
2025-04-25,1089,981,3122,172,51,1,12,11,1,0,0,0,30.58
2025-04-26,945,803,1480,94,36,2,16,9,1,0,0,0,37.41
2025-04-27,821,759,2846,208,63,2,13,9,1,0,0,0,48.08
2025-04-28,683,644,2800,246,25,1,8,9,0,0,0,0,34.14
2025-04-29,740,657,3009,244,39,1,12,7,1,0,0,0,26.31
2025-04-30,868,814,1447,100,68,2,17,5,1,0,0,0,28.2
2025-05-01,1122,1012,3385,181,34,1,21,15,1,0,0,0,39.43
2025-05-02,890,868,1380,93,60,3,8,11,1,0,0,0,25.82
2025-05-03,1028,984,1936,113,32,1,7,6,1,0,0,0,21.62
2025-05-04,696,666,1763,152,42,1,4,6,1,0,0,0,30.72
2025-05-05,738,691,1414,115,27,1,14,8,1,0,0,0,31.83
2025-05-06,936,884,2855,183,69,3,16,6,1,0,0,0,32.99
2025-05-07,914,824,3504,230,52,2,6,12,2,0,0,0,36.78
2025-05-08,1034,895,2757,160,41,2,12,15,1,0,0,0,30.88
2025-05-09,1374,1279,2519,110,43,0,10,11,1,0,0,0,43.24
2025-05-10,1236,1139,2946,143,86,2,11,13,0,0,0,0,22.12
2025-05-11,792,706,2020,153,37,1,9,9,1,0,0,0,23.93
2025-05-12,678,635,1480,131,22,0,13,9,1,0,0,0,26.64
2025-05-13,697,607,1429,123,29,0,9,9,1,0,0,0,26.67
2025-05-14,743,710,1721,139,27,0,12,5,0,0,0,0,31.15
2025-05-15,1101,960,2587,141,63,3,22,15,1,0,0,0,21.56
2025-05-16,1337,1231,2652,119,84,1,15,8,2,0,0,0,28.31
2025-05-17,756,646,2255,179,60,1,9,6,1,0,0,0,28.58
2025-05-18,922,848,1767,115,50,1,12,6,1,0,0,0,34.27
2025-05-19,623,533,2461,237,26,1,5,5,1,0,0,0,43.66
2025-05-20,647,589,1963,182,39,0,11,7,1,0,0,0,34.65
2025-05-21,899,792,3012,201,56,1,14,5,2,0,0,0,18.63
2025-05-22,684,661,1208,106,49,1,10,8,3,1,0,0,35.87
2025-05-23,888,833,1376,93,69,1,7,7,5,0,0,0,26.97
2025-05-24,908,852,3027,200,42,1,14,11,7,1,0,0,26.57
2025-05-25,753,681,3062,244,23,0,9,7,8,1,0,0,30.26
2025-05-26,680,655,1768,156,27,1,10,6,9,1,0,0,22.92
2025-05-27,764,653,2076,163,51,2,6,5,12,1,0,0,29.19
2025-05-28,715,633,2109,177,35,0,10,5,12,1,0,0,31.92
2025-05-29,1006,945,1727,103,40,0,19,13,18,3,0,0,38.62
2025-05-30,1176,1087,4194,214,90,2,11,12,20,2,0,0,27.85
2025-05-31,866,822,2511,174,41,0,12,12,13,2,0,0,26.26
2025-06-01,722,635,1877,156,40,1,9,8,9,0,0,0,29.44
2025-06-02,652,601,2423,223,38,1,8,5,6,1,0,0,31.74
2025-06-03,923,843,2200,143,31,1,17,14,6,1,0,0,27.19
2025-06-04,986,949,3698,225,77,3,11,14,5,1,0,0,23.74
2025-06-05,894,780,3159,212,47,2,5,9,2,0,0,0,35.14
2025-06-06,906,832,1631,108,48,1,18,6,2,0,0,0,27.95
2025-06-07,920,821,3879,253,50,2,14,11,2,0,0,0,34.87
2025-06-08,542,495,1102,122,31,1,9,5,1,0,0,0,24.95
2025-06-09,617,542,1964,191,20,0,8,6,0,0,0,0,30.68
2025-06-10,685,618,1633,143,34,1,9,8,0,0,0,0,40.29
2025-06-11,884,770,2902,197,68,1,14,8,1,0,0,0,34.91
2025-06-12,1048,1000,3843,220,44,0,18,11,1,0,0,0,29.56
2025-06-13,1202,1033,2164,108,81,2,13,10,1,0,0,0,17.36
2025-06-14,1001,927,2803,168,56,2,14,7,1,0,0,0,26.47
2025-06-15,883,768,2311,157,38,1,15,5,1,0,0,0,42.07
2025-06-16,792,741,1373,104,55,1,11,6,0,0,0,0,29.22
2025-06-17,625,596,2552,245,41,1,10,4,1,0,0,0,32.0
2025-06-18,975,831,3380,208,69,1,13,14,1,0,0,0,31.48
2025-06-19,1126,1056,4429,236,86,4,12,14,1,0,0,0,29.38
2025-06-20,1058,975,3791,215,55,2,7,11,1,0,0,0,32.25
2025-06-21,1040,900,2791,161,81,1,12,9,1,0,0,0,33.38
2025-06-22,777,697,2473,191,31,0,9,4,1,0,0,0,17.53
2025-06-23,563,518,1070,114,40,1,8,4,0,0,0,0,33.52
